Customer ID,Name,Gender,Country,Signup Date,Last Purchase,Age,Purchase Amount,Email
C1045,User_45,female,India,02/02/2022,07-06-2024,26.3618694992635,173.24,user45@example.com
C1046,User_46,other,Australia,02/15/2023,"January 30, 2024",29.47233474848255,-100.0,user46@example.com
C1047,User_47,other,UK,2022/03/09,07/14/2023,47.68546671462699,147.73,user47@example.com
C1048,User_48,other,India,08/04/2023,15 Feb 2023,39.12341947482154,341.24,user75@example.com
C1049,User_49,F,UK,06 Aug 2022,"January 02, 2023",13.843518135647194,232.4,user49@example.com
C1050,User_50,M,USA,10 Feb 2023,"April 05, 2025",38.88900763273754,99.13,user50@example.com
C1051,User_51,Male,india,05/27/2022,2024/12/04,30.3790126350042,273.43,user51@example.com
C1052,User_52,female,,2022/05/23,08 Jan 2024,26.876935996328495,369.77,user52@example.com
C1053,User_53,other,United Kingdom,"July 29, 2023",03/13/2023,42.34011546609042,282.6,user53@example.com
C1054,User_54,male,,"September 27, 2022",09/30/2024,47.371994269951415,78.45,user54@example.com
C1055,User_55,male,UK,"March 15, 2023",10-11-2024,46.175361429394385,161.26,user55@example.com
C1056,User_56,Other,UK,02/13/2023,01/07/2025,24.929389721328338,301.35,user56@example.com
C1057,User_57,other,AU,2022/08/13,06/03/2024,31.289451489785424,143.39,user57@example.com
C1058,User_58,male,AU,06 Jun 2023,13 Nov 2024,38.97516117684277,235.51,user58@example.com
C1059,User_59,Male,US,04-04-2022,01 Dec 2023,46.70654152546831,261.97,user59@example.com
C1060,User_60,M,United Kingdom,2022/04/23,12/14/2024,29.24990914585652,125.85,user60@example.com
C1061,User_61,M,USA,2023/10/05,2024/07/21,32.772092280034194,195.24,user103@example.com
C1062,User_62,female,US,28 Nov 2023,16 Jul 2023,,-59.3,user62@example.com
C1063,User_63,male,U.K.,03-09-2023,11 Nov 2024,20.64552051103195,118.05,user63@example.com
C1064,User_64,Female,Australia,30 Jan 2023,2024/11/24,44.750309868730376,179.79,user64@example.com
C1065,User_65,male,india,03 Sep 2023,"September 22, 2024",51.274880342849876,100.18,user65@example.com
C1066,User_66,,United States,06/26/2023,05 Nov 2023,34.13587854103599,330.59,user66@example.com
C1067,User_67,Other,United Kingdom,21-07-2023,15-07-2024,47.04239477470429,85.59,user67@example.com
C1068,User_68,Female,United States,28-11-2023,11/08/2023,39.33963230057161,164.8,user68@example.com
C1069,User_69,,U.K.,"November 30, 2023",04 Aug 2023,27.258562944738507,210.46,user69@example.com
C1070,User_70,Other,United Kingdom,10/01/2022,"March 15, 2025",39.336747266100964,315.3,user125@example.com
C1071,User_71,other,USA,04/25/2022,09/13/2024,,85.13,user121@example.com
C1072,User_72,other,,2023/03/22,21 Apr 2024,34.57008753068058,293.05,user72@example.com
C1073,User_73,female,US,10-04-2023,2024/03/28,53.77572386976807,200.82,user73@example.com
C1074,User_74,Other,UK,"September 27, 2022",07 Jun 2024,3.5630587509230693,121.48,user74@example.com
C1075,User_75,female,AU,"July 02, 2022",2025/03/23,44.86283005250269,236.97,user75@example.com
C1076,User_76,Male,US,04/19/2022,05-11-2024,36.044564818858056,215.92,user76@example.com
C1077,User_77,male,United States,"October 17, 2023","October 18, 2023",31.41191179440959,151.98,user77@example.com
C1078,User_78,Female,United Kingdom,2023/09/16,"November 10, 2024",36.101129318426025,205.58,user78@example.com
C1079,User_79,Female,IN,06/06/2022,10-12-2023,11.149173024789285,169.17,user79@example.com
C1080,User_80,female,india,"June 15, 2022",2025/04/18,32.36393734594986,209.08,user80@example.com
C1081,User_81,male,Australia,28-06-2023,11/19/2024,39.28535085814096,252.97,user81@example.com
C1082,User_82,M,,09/06/2023,2023/08/19,52.73472853689819,326.88,user82@example.com
C1083,User_83,Female,UK,16-05-2023,31-05-2023,28.78075738071623,-100.0,user83@example.com
C1084,User_84,M,AU,04/25/2022,2023/02/17,25.29807676528175,370.64,user84@example.com
C1085,User_85,,United States,2022/11/11,"May 01, 2024",28.978915476985563,43.83,user85@example.com
C1086,User_86,male,india,2022/03/01,20-05-2025,45.98482541242489,-100.0,user86@example.com
C1087,User_87,M,AU,04-08-2023,11 Apr 2024,38.94501331591621,247.07,user87@example.com
C1088,User_88,Male,U.K.,29 Mar 2022,"June 26, 2025",28.642877554795533,222.48,user88@example.com
C1089,User_89,Other,UK,"March 12, 2022",19 Jul 2023,41.15920919736027,150.18,user89@example.com
C1090,User_90,other,india,2022/05/09,21 May 2024,36.16493059217648,183.35,user90@example.com
C1091,User_91,other,AU,07 Nov 2023,2023/09/07,46.623739886394674,160.56,user91@example.com
C1092,User_92,female,,2023/07/17,02-11-2024,26.57536287347177,152.85,user92@example.com
C1093,User_93,Male,United Kingdom,"September 29, 2022",03-07-2025,31.068054240826783,267.97,user93@example.com
C1094,User_94,Female,U.K.,14 Sep 2023,08 Mar 2025,30.294702162414108,228.56,user94@example.com
C1095,User_95,female,USA,"August 05, 2022",2023/08/13,17.437820622414577,144.57,user95@example.com
C1096,User_96,female,Australia,2023/12/08,"April 03, 2025",38.55344332477491,271.97,user96@example.com
C1097,User_97,other,United States,16 Nov 2022,20-04-2024,,224.58,user97@example.com
C1098,User_98,male,India,11/19/2023,2024/07/24,35.06136147970953,265.03,user98@example.com
C1099,User_99,Female,AU,"March 25, 2023",28-07-2025,32.18495439949824,250.37,user99@example.com
C1100,User_100,female,AU,08-04-2023,2024/04/12,18.01555109539503,133.68,user100@example.com
C1101,User_101,Female,IN,2022/09/11,31 Mar 2025,29.95225612681569,155.19,user101@example.com
C1102,User_102,Other,India,03/07/2022,"November 14, 2024",30.887425801678766,259.78,user102@example.com
C1103,User_103,male,,"January 22, 2022","July 26, 2024",25.372672769340575,248.83,user103@example.com
C1104,User_104,,United States,2023/07/22,21 Nov 2023,33.06457146000789,198.33,user62@example.com
C1105,User_105,Female,UK,2023/08/26,"September 19, 2024",39.84861028177446,209.39,user105@example.com
C1106,User_106,M,United States,08-01-2022,"March 12, 2024",57.63423081452636,302.21,user106@example.com
C1107,User_107,female,AU,26-12-2023,2024/04/01,37.09493375398207,152.67,user107@example.com
C1108,User_108,M,,23-08-2022,31 Jan 2025,38.090604688673174,243.77,user108@example.com
C1109,User_109,male,United States,02/02/2022,04/05/2024,34.106649010805995,183.82,user109@example.com
C1110,User_110,Male,United Kingdom,"March 14, 2022",2025/02/08,11.974745416411501,182.59,user110@example.com
C1111,User_111,M,US,09/01/2022,05/10/2025,34.6818334946094,287.9,user111@example.com
C1112,User_112,female,,17 Nov 2023,"February 23, 2025",35.72276251929232,266.03,user112@example.com
C1113,User_113,female,IN,"August 08, 2022",2024/05/11,64.55890534982343,265.08,user113@example.com
C1114,User_114,other,USA,"May 16, 2022",09 Oct 2023,32.69166842262653,304.44,user114@example.com
C1115,User_115,male,USA,14 Aug 2023,03/21/2023,,201.68,user115@example.com
C1116,User_116,other,india,06 Sep 2022,08/29/2023,34.58345876353708,254.56,user116@example.com
C1117,User_117,female,USA,2023/02/21,12/10/2023,20.975863548565616,175.18,user117@example.com
C1118,User_118,Other,IN,07-04-2022,"July 03, 2025",,225.93,user118@example.com
C1119,User_119,female,india,06 Nov 2023,2023/03/24,-5.0,189.59,user119@example.com
C1120,User_120,,india,29 Dec 2022,2023/06/04,44.49238336451656,207.76,user120@example.com
C1121,User_121,,UK,25 Feb 2023,2024/01/28,24.087350542463135,247.61,user121@example.com
C1122,User_122,other,US,25-02-2022,2024/12/24,51.833531731233194,134.54,user122@example.com
C1123,User_123,other,India,04 Mar 2022,07 Mar 2023,200.0,367.39,user123@example.com
C1124,User_124,male,U.K.,14-12-2022,02/22/2024,42.04228512560324,119.52,user124@example.com
C1125,User_125,Male,UK,2022/09/12,09 Jul 2024,61.285467509719744,102.86,user78@example.com
C1126,User_126,Other,Australia,"July 14, 2022",01-03-2024,23.113564098431738,-100.0,user126@example.com
C1127,User_127,F,AU,2023/04/05,31 Jul 2023,28.204427244766737,263.33,user127@example.com
C1128,User_128,female,US,2023/03/09,"February 03, 2024",36.19581638105169,249.93,user128@example.com
C1129,User_129,Male,US,13 Oct 2022,13-12-2024,28.958292150605608,250.27,user129@example.com
C1130,User_130,male,US,13-09-2022,"May 27, 2025",16.392038827206406,199.02,user130@example.com
C1131,User_131,Female,United States,"March 30, 2023",25 Jan 2024,35.82275569767233,128.22,user131@example.com
C1132,User_132,Male,Australia,11-04-2022,01/07/2023,22.25235543528674,206.06,user23@example.com
C1133,User_133,female,UK,"October 30, 2023",02 Nov 2023,40.68310916762218,145.83,user133@example.com
C1134,User_134,Male,Australia,16-01-2022,23 May 2025,23.96690918919436,278.01,user134@example.com
C1135,User_135,M,AU,2022/08/31,"July 05, 2024",53.59921286021047,188.24,user135@example.com
C1136,User_136,other,India,21 Feb 2023,"March 30, 2025",25.600960491965154,133.96,user136@example.com
C1137,User_137,,United Kingdom,2023/05/08,2025/07/08,120.0,174.29,user137@example.com
C1138,User_138,other,Australia,15-02-2023,2024/05/14,44.76220660843604,233.03,user138@example.com
C1139,User_139,female,US,18 Jun 2022,07 Oct 2023,20.229628202792536,154.9,user139@example.com
C1140,User_140,M,India,03 Jan 2022,12-05-2024,37.72951921524955,134.22,user140@example.com
C1141,User_141,Other,United Kingdom,29 Sep 2022,02/03/2024,50.685713051389136,219.49,user141@example.com
C1142,User_142,other,AU,20 Oct 2022,15 Nov 2024,15.71020118526527,219.6,user114@example.com
C1143,User_143,male,IN,"December 15, 2023",2025/01/11,37.21560630238765,159.44,user143@example.com
C1144,User_144,other,United Kingdom,09 Nov 2023,10 May 2025,38.11859353098108,162.32,user144@example.com
C1145,User_145,F,IN,2022/06/08,2025/07/30,,218.56,user145@example.com
C1146,User_146,Other,AU,2022/10/31,"September 29, 2024",20.156591469463017,84.15,user146@example.com
C1147,User_147,F,USA,"March 01, 2022",28 Jan 2023,19.154520642988686,87.4,user147@example.com
C1148,User_148,F,United Kingdom,10-07-2023,"August 29, 2024",41.263298787402775,142.52,user148@example.com
C1149,User_149,male,IN,18-11-2022,09-11-2024,38.56381607879823,182.92,user149@example.com
C1150,User_150,M,AU,"February 21, 2022",27 Mar 2023,38.00591420415052,224.87,user150@example.com
C1151,User_151,F,U.K.,"May 04, 2023",19 May 2023,39.15737851396371,318.03,user151@example.com
C1152,User_152,Other,US,2023/06/28,06-07-2023,26.83970334105811,268.61,user165@example.com
C1153,User_153,other,United States,"February 28, 2022",24 Sep 2023,37.78704436593204,187.2,user153@example.com
C1154,User_154,female,United Kingdom,2022/03/24,2023/12/02,38.516869679584175,198.48,user154@example.com
C1155,User_155,Other,india,"March 12, 2022",04/10/2024,26.427782983683585,119.8,user155@example.com
C1156,User_156,,Australia,2022/03/11,12 Dec 2023,,198.52,user156@example.com
C1157,User_157,Male,IN,18-02-2023,12 Oct 2023,0.0,176.91,user157@example.com
C1158,User_158,other,AU,2023/08/07,16-09-2023,20.704358033568216,225.82,user158@example.com
C1159,User_159,male,UK,"August 16, 2023",26-04-2024,42.878643303605955,133.82,user159@example.com
C1160,User_160,F,,"February 10, 2022","February 06, 2025",23.303819957272143,241.55,user160@example.com
C1161,User_161,female,IN,25 Mar 2022,02/23/2023,44.44501524490943,322.62,user161@example.com
C1162,User_162,F,United Kingdom,"November 05, 2023",18-08-2023,48.903146948088846,191.3,user162@example.com
C1163,User_163,male,IN,"August 02, 2023",10-03-2025,25.151812179779476,232.14,user163@example.com
C1164,User_164,Other,India,11/20/2022,11-02-2025,46.56051355093186,255.21,user164@example.com
C1165,User_165,,UK,07/29/2022,2023/09/11,39.95337112323798,167.9,user165@example.com
C1166,User_166,Male,United Kingdom,09/02/2022,09-05-2025,44.86472191993388,217.93,user166@example.com
C1167,User_167,,United States,2023/02/10,2024/09/28,57.76151579184737,201.01,user167@example.com
C1168,User_168,other,India,11/19/2023,2023/09/02,32.05534260796556,207.81,user168@example.com
C1169,User_169,Other,UK,04/14/2023,29-04-2024,25.955166027710124,138.16,user169@example.com
C1170,User_170,Male,Australia,16-03-2022,2024/07/31,24.32582684449372,201.96,user170@example.com
C1171,User_171,Female,india,"April 15, 2023",04/21/2024,,239.84,user171@example.com
C1172,User_172,,Australia,31-07-2023,02/24/2025,34.07477948703075,316.09,user172@example.com
C1173,User_173,F,IN,"March 17, 2022","June 21, 2023",39.09382369779973,276.74,user173@example.com
C1174,User_174,other,,"August 07, 2022",13-09-2024,38.320289591960226,372.25,user174@example.com
C1175,User_175,other,IN,2022/09/29,2025/03/07,44.92619898843229,138.61,user175@example.com
C1176,User_176,Male,USA,24-12-2022,15-11-2023,35.156022702534884,269.79,user148@example.com
C1177,User_177,Female,AU,09/08/2022,15-08-2024,52.442408925887804,214.67,user177@example.com
C1178,User_178,female,UK,2022/10/19,"November 16, 2023",31.824118001144527,375.18,user178@example.com
C1179,User_179,,IN,"March 25, 2023",24 Nov 2024,67.64202999907542,135.34,user182@example.com
C1180,User_180,M,USA,12/22/2023,2024/02/11,42.50800817318007,132.82,user180@example.com
C1181,User_181,female,Australia,"September 19, 2023","March 19, 2023",24.71410932300461,152.05,user181@example.com
C1182,User_182,other,AU,"January 09, 2022",2024/12/08,22.14929002326665,30.09,user182@example.com
C1183,User_183,other,,03-11-2022,04/15/2023,40.78966898291822,157.94,user183@example.com
C1184,User_184,male,USA,05/18/2022,"May 20, 2025",32.31844657608979,139.27,user177@example.com
C1185,User_185,Male,Australia,29-04-2022,04-04-2025,43.568005929105105,212.03,user185@example.com
C1186,User_186,Female,,2023/07/21,"March 26, 2025",40.67885149488254,227.34,user186@example.com
C1187,User_187,M,United Kingdom,10/06/2022,12-03-2025,34.12605304811753,350.09,user187@example.com
C1188,User_188,female,IN,2023/09/12,"December 22, 2023",24.83847538317914,276.03,user188@example.com
C1189,User_189,,India,2022/12/18,03/14/2024,16.821833303769623,153.85,user189@example.com
C1190,User_190,Male,Australia,12/05/2023,"March 12, 2023",29.641820575195748,128.13,user190@example.com
C1191,User_191,,india,02 Jun 2023,10/25/2024,45.27678553188167,239.35,user191@example.com
C1192,User_192,Other,India,15-09-2022,13 Jan 2023,,94.38,user192@example.com
C1193,User_193,male,AU,05 Apr 2022,22 Apr 2025,20.051134655456146,346.52,user193@example.com
C1194,User_194,Female,India,11-10-2022,19 Apr 2023,37.078171110214186,294.36,user169@example.com
C1195,User_195,male,Australia,01/04/2022,06 Jan 2024,39.62380855674604,162.47,user195@example.com
C1196,User_196,other,IN,05/14/2022,2024/12/25,24.393710765586405,62.95,user196@example.com
C1197,User_197,male,AU,15 Jun 2022,2024/03/21,36.84470127134634,308.31,user197@example.com
C1198,User_198,M,,19 Jul 2023,"January 21, 2025",200.0,190.84,user198@example.com
C1199,User_199,other,AU,29-07-2023,10/28/2024,21.284356426032524,299.03,user199@example.com
C1061,User_61,M,USA,2023/10/05,2024/07/21,32.772092280034194,195.24,user103@example.com
C1160,User_160,F,,"February 10, 2022","February 06, 2025",23.303819957272143,241.55,user160@example.com
C1095,User_95,female,USA,"August 05, 2022",2023/08/13,17.437820622414577,144.57,user95@example.com
C1139,User_139,female,US,18 Jun 2022,07 Oct 2023,20.229628202792536,154.9,user139@example.com
C1054,User_54,male,,"September 27, 2022",09/30/2024,47.371994269951415,78.45,user54@example.com
